timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1772735854410,00001,30,17,0,0,2,1,14.464133,76.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00002,30,17,0,0,2,2,18.684061,84.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00003,30,17,0,0,2,3,13.729109,74.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00004,30,17,0,0,2,4,17.439880,82.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00005,30,17,0,0,2,5,2.418423,51.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00006,30,17,0,0,2,6,48.828698,127.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00007,30,17,0,0,2,7,5.743144,58.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00008,30,17,0,0,2,8,3.463343,53.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00009,30,17,0,0,2,9,11.930799,70.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00010,30,17,0,0,2,10,15.649512,78.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00011,30,17,0,0,2,11,-0.324980,46.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00012,30,17,0,0,2,12,2.544118,51.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00013,30,17,0,0,2,13,90.138075,127.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00014,30,17,0,0,2,14,11.470753,69.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00015,30,17,0,0,2,15,22.697262,92.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00016,30,17,0,0,2,16,-4.421404,37.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00018,30,17,0,0,2,18,17.523995,82.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00019,30,17,0,0,2,19,9.925179,66.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00020,30,17,0,0,2,20,6.792392,60.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00021,30,17,0,0,2,21,8.482539,63.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00022,30,17,0,0,2,22,0.641422,48.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00023,30,17,0,0,2,23,9.437797,65.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00024,30,17,0,0,2,24,3.708962,54.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00025,30,17,0,0,2,25,11.977665,71.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00026,30,17,0,0,2,26,13.781870,74.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00027,30,17,0,0,2,27,11.212848,69.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00028,30,17,0,0,2,28,18.105002,83.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00029,30,17,0,0,2,29,8.411296,63.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00030,30,17,0,0,2,30,11.564635,70.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854410,00017,30,17,0,0,2,17,-3.690729,39.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00001,30,30,0,0,2,1,-5.543238,35.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00002,30,30,0,0,2,2,18.818142,84.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00003,30,30,0,0,2,3,16.985493,81.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00004,30,30,0,0,2,4,17.867456,82.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00005,30,30,0,0,2,5,7.321804,61.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00006,30,30,0,0,2,6,31.184937,109.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00007,30,30,0,0,2,7,6.896408,60.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00008,30,30,0,0,2,8,5.884522,58.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00009,30,30,0,0,2,9,10.491027,68.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00010,30,30,0,0,2,10,17.025876,81.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00011,30,30,0,0,2,11,-6.233810,34.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00012,30,30,0,0,2,12,-0.997197,44.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00013,30,30,0,0,2,13,89.879011,127.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00014,30,30,0,0,2,14,13.791086,74.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00015,30,30,0,0,2,15,17.218198,81.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00016,30,30,0,0,2,16,-1.900520,43.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00018,30,30,0,0,2,18,15.727466,78.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00019,30,30,0,0,2,19,8.622808,64.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00020,30,30,0,0,2,20,7.768890,62.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00021,30,30,0,0,2,21,8.046413,63.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00022,30,30,0,0,2,22,2.211710,51.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00023,30,30,0,0,2,23,8.457888,63.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00024,30,30,0,0,2,24,5.711210,58.000000,,,,,,,,,,,,,,,,,,,,,,,,
1772735854510,00025,30,30,0,0,2,25,12.843642,72.000000,,,,,,,,,,,,,,,,,,,,,,,,
