% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
2.161	0	0	217	2	5	28	9422	0	0	0
2.162	0	0	217	3	8	28	9422	0	0	0
2.163	0	0	217	4	29	28	9422	0	0	0
2.164	0	0	217	5	11	28	9422	0	0	0
2.165	0	0	217	6	6	28	9422	0	0	0
2.166	0	0	217	7	14	28	9422	0	0	0
2.167	0	0	217	8	30	28	9422	0	0	0
2.168	0	0	217	9	4	28	9422	0	0	0
2.169	0	0	217	10	19	28	9422	0	0	0
2.17	0	0	218	1	3	28	9422	0	0	0
2.171	0	0	218	2	22	28	9422	0	0	0
2.172	0	0	218	3	10	28	9422	0	0	0
2.173	0	0	218	4	1	28	9422	0	0	0
2.174	0	0	218	5	5	28	9422	0	0	0
2.175	0	0	218	6	2	28	9422	0	0	0
2.176	0	0	218	7	24	28	9422	0	0	0
2.177	0	0	218	8	15	28	9422	0	0	0
2.178	0	0	218	9	20	28	9422	0	0	0
2.179	0	0	218	10	17	28	9422	0	0	0
2.18	0	0	219	1	21	28	9422	0	0	0
2.181	0	0	219	2	13	28	9422	0	0	0
2.182	0	0	219	3	28	28	9422	0	0	0
2.183	0	0	219	4	29	28	9422	0	0	0
2.184	0	0	219	5	7	28	9422	0	0	0
2.185	0	0	219	6	5	28	9422	0	0	0
2.186	0	0	219	7	11	28	9422	0	0	0
2.187	0	0	219	8	6	28	9422	0	0	0
2.188	0	0	219	9	14	28	9422	0	0	0
2.189	0	0	219	10	30	28	9422	0	0	0
2.19	0	0	220	1	19	28	9422	0	0	0
2.191	0	0	220	2	3	28	9422	0	0	0
2.192	0	0	220	3	22	28	9422	0	0	0
2.193	0	0	220	4	2	28	9422	0	0	0
2.194	0	0	220	5	17	28	9422	0	0	0
2.195	0	0	220	6	8	28	9422	0	0	0
2.196	0	0	220	7	27	28	9422	0	0	0
2.197	0	0	220	8	10	28	9422	0	0	0
2.198	0	0	220	9	21	28	9422	0	0	0
2.199	0	0	220	10	18	28	9422	0	0	0
2.2	0	0	221	1	25	28	9422	0	0	0
2.201	0	0	221	2	23	28	9422	0	0	0
2.202	0	0	221	3	9	28	9422	0	0	0
2.203	0	0	221	4	24	28	9422	0	0	0
2.204	0	0	221	5	12	28	9422	0	0	0
2.205	0	0	221	6	26	28	9422	0	0	0
2.206	0	0	221	7	16	28	9422	0	0	0
2.207	0	0	221	8	27	28	9422	0	0	0
2.208	0	0	221	9	7	28	9422	0	0	0
2.209	0	0	221	10	13	28	9422	0	0	0
2.21	0	0	222	1	28	28	9422	0	0	0
2.211	0	0	222	2	8	28	9422	0	0	0
2.212	0	0	222	3	5	28	9422	0	0	0
2.213	0	0	222	4	29	28	9422	0	0	0
2.214	0	0	222	5	11	28	9422	0	0	0
2.215	0	0	222	6	6	28	9422	0	0	0
2.216	0	0	222	7	14	28	9422	0	0	0
2.217	0	0	222	8	30	28	9422	0	0	0
2.218	0	0	222	9	19	28	9422	0	0	0
2.219	0	0	222	10	1	28	9422	0	0	0
2.22	0	0	223	1	4	28	9422	0	0	0
2.221	0	0	223	2	10	28	9422	0	0	0
2.222	0	0	223	3	25	28	9422	0	0	0
2.223	0	0	223	4	23	28	9422	0	0	0
2.224	0	0	223	5	20	28	9422	0	0	0
2.225	0	0	223	6	9	28	9422	0	0	0
2.226	0	0	223	7	26	28	9422	0	0	0
2.227	0	0	223	8	3	28	9422	0	0	0
2.228	0	0	223	9	27	28	9422	0	0	0
2.229	0	0	223	10	22	28	9422	0	0	0
2.23	0	0	224	1	1	28	9422	0	0	0
2.231	0	0	224	2	2	28	9422	0	0	0
2.232	0	0	224	3	17	28	9422	0	0	0
2.233	0	0	224	4	7	28	9422	0	0	0
2.234	0	0	224	5	21	28	9422	0	0	0
2.235	0	0	224	6	13	28	9422	0	0	0
2.236	0	0	224	7	28	28	9422	0	0	0
2.237	0	0	224	8	8	28	9422	0	0	0
2.238	0	0	224	9	5	28	9422	0	0	0
2.239	0	0	224	10	29	28	9422	0	0	0
2.24	0	0	225	1	11	28	9422	0	0	0
2.241	0	0	225	2	6	28	9422	0	0	0
2.242	0	0	225	3	4	28	9422	0	0	0
2.243	0	0	225	4	14	28	9422	0	0	0
2.244	0	0	225	5	30	28	9422	0	0	0
2.245	0	0	225	6	15	28	9422	0	0	0
2.246	0	0	225	7	16	28	9422	0	0	0
2.247	0	0	225	8	25	28	9422	0	0	0
2.248	0	0	225	9	19	28	9422	0	0	0
2.249	0	0	225	10	10	28	9422	0	0	0
2.25	0	0	226	1	3	28	9422	0	0	0
2.251	0	0	226	2	27	28	9422	0	0	0
2.252	0	0	226	3	22	28	9422	0	0	0
2.253	0	0	226	4	1	28	9422	0	0	0
2.254	0	0	226	5	2	28	9422	0	0	0
2.255	0	0	226	6	17	28	9422	0	0	0
2.256	0	0	226	7	21	28	9422	0	0	0
2.257	0	0	226	8	13	28	9422	0	0	0
2.258	0	0	226	9	28	28	9422	0	0	0
2.259	0	0	226	10	8	28	9422	0	0	0
2.26	0	0	227	1	5	28	9422	0	0	0
2.261	0	0	227	2	29	28	9422	0	0	0
2.262	0	0	227	3	11	28	9422	0	0	0
2.263	0	0	227	4	6	28	9422	0	0	0
2.264	0	0	227	5	4	28	9422	0	0	0
2.265	0	0	227	6	14	28	9422	0	0	0
2.266	0	0	227	7	1	28	9422	0	0	0
2.267	0	0	227	8	30	28	9422	0	0	0
2.268	0	0	227	9	18	28	9422	0	0	0
2.269	0	0	227	10	23	28	9422	0	0	0
2.27	0	0	228	1	15	28	9422	0	0	0
2.271	0	0	228	2	9	28	9422	0	0	0
2.272	0	0	228	3	16	28	9422	0	0	0
2.273	0	0	228	4	25	28	9422	0	0	0
2.274	0	0	228	5	19	28	9422	0	0	0
2.275	0	0	228	6	10	28	9422	0	0	0
2.276	0	0	228	7	3	28	9422	0	0	0
2.277	0	0	228	8	27	28	9422	0	0	0
2.278	0	0	228	9	22	28	9422	0	0	0
2.279	0	0	228	10	2	28	9422	0	0	0
2.28	0	0	229	1	17	28	9422	0	0	0
2.281	0	0	229	2	21	28	9422	0	0	0
2.282	0	0	229	3	13	28	9422	0	0	0
2.283	0	0	229	4	28	28	9422	0	0	0
2.284	0	0	229	5	5	28	9422	0	0	0
2.285	0	0	229	6	29	28	9422	0	0	0
2.286	0	0	229	7	11	28	9422	0	0	0
2.287	0	0	229	8	7	28	9422	0	0	0
2.288	0	0	229	9	4	28	9422	0	0	0
2.289	0	0	229	10	6	28	9422	0	0	0
2.29	0	0	230	1	14	28	9422	0	0	0
2.291	0	0	230	2	24	28	9422	0	0	0
2.292	0	0	230	3	12	28	9422	0	0	0
2.293	0	0	230	4	20	28	9422	0	0	0
2.294	0	0	230	5	26	28	9422	0	0	0
2.295	0	0	230	6	23	28	9422	0	0	0
2.296	0	0	230	7	16	28	9422	0	0	0
2.297	0	0	230	8	1	28	9422	0	0	0
2.298	0	0	230	9	30	28	9422	0	0	0
2.299	0	0	230	10	7	28	9422	0	0	0
2.3	0	0	231	1	19	28	9422	0	0	0
2.301	0	0	231	2	10	28	9422	0	0	0
2.302	0	0	231	3	3	28	9422	0	0	0
2.303	0	0	231	4	27	28	9422	0	0	0
2.304	0	0	231	5	22	28	9422	0	0	0
2.305	0	0	231	6	2	28	9422	0	0	0
2.306	0	0	231	7	17	28	9422	0	0	0
2.307	0	0	231	8	21	28	9422	0	0	0
2.308	0	0	231	9	13	28	9422	0	0	0
2.309	0	0	231	10	4	28	9422	0	0	0
2.31	0	0	232	1	28	28	9422	0	0	0
2.311	0	0	232	2	5	28	9422	0	0	0
2.312	0	0	232	3	29	28	9422	0	0	0
2.313	0	0	232	4	11	28	9422	0	0	0
2.314	0	0	232	5	18	28	9422	0	0	0
2.315	0	0	232	6	24	28	9422	0	0	0
2.316	0	0	232	7	12	28	9422	0	0	0
2.317	0	0	232	8	15	28	9422	0	0	0
2.318	0	0	232	9	9	28	9422	0	0	0
2.319	0	0	232	10	23	28	9422	0	0	0
2.32	0	0	233	1	16	28	9422	0	0	0
2.321	0	0	233	2	6	28	9422	0	0	0
2.322	0	0	233	3	7	28	9422	0	0	0
2.323	0	0	233	4	14	28	9422	0	0	0
2.324	0	0	233	5	1	28	9422	0	0	0
2.325	0	0	233	6	30	28	9422	0	0	0
2.326	0	0	233	7	19	28	9422	0	0	0
2.327	0	0	233	8	10	28	9422	0	0	0
2.328	0	0	233	9	3	28	9422	0	0	0
2.329	0	0	233	10	22	28	9422	0	0	0
2.33	0	0	234	1	2	28	9422	0	0	0
2.331	0	0	234	2	17	28	9422	0	0	0
2.332	0	0	234	3	21	28	9422	0	0	0
2.333	0	0	234	4	8	28	9422	0	0	0
2.334	0	0	234	5	27	28	9422	0	0	0
2.335	0	0	234	6	13	28	9422	0	0	0
2.336	0	0	234	7	4	28	9422	0	0	0
2.337	0	0	234	8	20	28	9422	0	0	0
2.338	0	0	234	9	26	28	9422	0	0	0
2.339	0	0	234	10	18	28	9422	0	0	0
2.34	0	0	235	1	25	28	9422	0	0	0
2.341	0	0	235	2	12	28	9422	0	0	0
2.342	0	0	235	3	15	28	9422	0	0	0
2.343	0	0	235	4	9	28	9422	0	0	0
2.344	0	0	235	5	28	28	9422	0	0	0
2.345	0	0	235	6	5	28	9422	0	0	0
2.346	0	0	235	7	29	28	9422	0	0	0
2.347	0	0	235	8	11	28	9422	0	0	0
2.348	0	0	235	9	6	28	9422	0	0	0
2.349	0	0	235	10	7	28	9422	0	0	0
2.35	0	0	236	1	14	28	9422	0	0	0
2.351	0	0	236	2	1	28	9422	0	0	0
2.352	0	0	236	3	30	28	9422	0	0	0
2.353	0	0	236	4	19	28	9422	0	0	0
2.354	0	0	236	5	10	28	9422	0	0	0
2.355	0	0	236	6	3	28	9422	0	0	0
2.356	0	0	236	7	8	28	9422	0	0	0
2.357	0	0	236	8	22	28	9422	0	0	0
2.358	0	0	236	9	27	28	9422	0	0	0
2.359	0	0	236	10	2	28	9422	0	0	0
2.36	0	0	237	1	20	28	9422	0	0	0
2.361	0	0	237	2	25	28	9422	0	0	0
2.362	0	0	237	3	12	28	9422	0	0	0
2.363	0	0	237	4	9	28	9422	0	0	0
2.364	0	0	237	5	17	28	9422	0	0	0
2.365	0	0	237	6	21	28	9422	0	0	0
2.366	0	0	237	7	13	28	9422	0	0	0
2.367	0	0	237	8	28	28	9422	0	0	0
2.368	0	0	237	9	8	28	9422	0	0	0
2.369	0	0	237	10	5	28	9422	0	0	0
2.37	0	0	238	1	29	28	9422	0	0	0
2.371	0	0	238	2	11	28	9422	0	0	0
2.372	0	0	238	3	6	28	9422	0	0	0
2.373	0	0	238	4	14	28	9422	0	0	0
2.374	0	0	238	5	1	28	9422	0	0	0
2.375	0	0	238	6	10	28	9422	0	0	0
2.376	0	0	238	7	3	28	9422	0	0	0
2.377	0	0	238	8	22	28	9422	0	0	0
2.378	0	0	238	9	2	28	9422	0	0	0
2.379	0	0	238	10	7	28	9422	0	0	0
2.38	0	0	239	1	30	28	9422	0	0	0
2.381	0	0	239	2	19	28	9422	0	0	0
2.382	0	0	239	3	17	28	9422	0	0	0
2.383	0	0	239	4	26	28	9422	0	0	0
2.384	0	0	239	5	18	28	9422	0	0	0
2.385	0	0	239	6	12	28	9422	0	0	0
2.386	0	0	239	7	9	28	9422	0	0	0
2.387	0	0	239	8	21	28	9422	0	0	0
2.388	0	0	239	9	13	28	9422	0	0	0
2.389	0	0	239	10	28	28	9422	0	0	0
2.39	0	0	240	1	5	28	9422	0	0	0
2.391	0	0	240	2	4	28	9422	0	0	0
2.392	0	0	240	3	29	28	9422	0	0	0
2.393	0	0	240	4	11	28	9422	0	0	0
2.394	0	0	240	5	6	28	9422	0	0	0
2.395	0	0	240	6	14	28	9422	0	0	0
2.396	0	0	240	7	1	28	9422	0	0	0
2.397	0	0	240	8	30	28	9422	0	0	0
2.398	0	0	240	9	19	28	9422	0	0	0
2.399	0	0	240	10	3	28	9422	0	0	0
2.4	0	0	241	1	22	28	9422	0	0	0
2.401	0	0	241	2	2	28	9422	0	0	0
2.402	0	0	241	3	27	28	9422	0	0	0
2.403	0	0	241	4	4	28	9422	0	0	0
2.404	0	0	241	5	10	28	9422	0	0	0
2.405	0	0	241	6	17	28	9422	0	0	0
2.406	0	0	241	7	24	28	9422	0	0	0
2.407	0	0	241	8	15	28	9422	0	0	0
2.408	0	0	241	9	25	28	9422	0	0	0
2.409	0	0	241	10	26	28	9422	0	0	0
2.41	0	0	242	1	18	28	9422	0	0	0
2.411	0	0	242	2	9	28	9422	0	0	0
2.412	0	0	242	3	21	28	9422	0	0	0
2.413	0	0	242	4	8	28	9422	0	0	0
2.414	0	0	242	5	27	28	9422	0	0	0
2.415	0	0	242	6	13	28	9422	0	0	0
2.416	0	0	242	7	28	28	9422	0	0	0
2.417	0	0	242	8	5	28	9422	0	0	0
2.418	0	0	242	9	29	28	9422	0	0	0
2.419	0	0	242	10	11	28	9422	0	0	0
2.42	0	0	243	1	6	28	9422	0	0	0
2.421	0	0	243	2	14	28	9422	0	0	0
2.422	0	0	243	3	1	28	9422	0	0	0
2.423	0	0	243	4	30	28	9422	0	0	0
2.424	0	0	243	5	19	28	9422	0	0	0
2.425	0	0	243	6	3	28	9422	0	0	0
2.426	0	0	243	7	10	28	9422	0	0	0
2.427	0	0	243	8	22	28	9422	0	0	0
2.428	0	0	243	9	2	28	9422	0	0	0
2.429	0	0	243	10	23	28	9422	0	0	0
2.43	0	0	244	1	16	28	9422	0	0	0
2.431	0	0	244	2	15	28	9422	0	0	0
2.432	0	0	244	3	25	28	9422	0	0	0
2.433	0	0	244	4	9	28	9422	0	0	0
2.434	0	0	244	5	17	28	9422	0	0	0
2.435	0	0	244	6	21	28	9422	0	0	0
2.436	0	0	244	7	13	28	9422	0	0	0
2.437	0	0	244	8	4	28	9422	0	0	0
2.438	0	0	244	9	27	28	9422	0	0	0
2.439	0	0	244	10	28	28	9422	0	0	0
2.44	0	0	245	1	5	28	9422	0	0	0
2.441	0	0	245	2	29	28	9422	0	0	0
2.442	0	0	245	3	11	28	9422	0	0	0
2.443	0	0	245	4	6	28	9422	0	0	0
2.444	0	0	245	5	14	28	9422	0	0	0
2.445	0	0	245	6	1	28	9422	0	0	0
2.446	0	0	245	7	19	28	9422	0	0	0
2.447	0	0	245	8	3	28	9422	0	0	0
2.448	0	0	245	9	7	28	9422	0	0	0
2.449	0	0	245	10	30	28	9422	0	0	0
2.45	0	0	246	1	4	28	9422	0	0	0
2.451	0	0	246	2	10	28	9422	0	0	0
2.452	0	0	246	3	20	28	9422	0	0	0
2.453	0	0	246	4	24	28	9422	0	0	0
2.454	0	0	246	5	12	28	9422	0	0	0
2.455	0	0	246	6	26	28	9422	0	0	0
2.456	0	0	246	7	15	28	9422	0	0	0
2.457	0	0	246	8	25	28	9422	0	0	0
2.458	0	0	246	9	9	28	9422	0	0	0
2.459	0	0	246	10	22	28	9422	0	0	0
2.46	0	0	247	1	7	28	9422	0	0	0
2.461	0	0	247	2	2	28	9422	0	0	0
2.462	0	0	247	3	17	28	9422	0	0	0
2.463	0	0	247	4	21	28	9422	0	0	0
2.464	0	0	247	5	13	28	9422	0	0	0
2.465	0	0	247	6	28	28	9422	0	0	0
2.466	0	0	247	7	5	28	9422	0	0	0
2.467	0	0	247	8	29	28	9422	0	0	0
2.468	0	0	247	9	11	28	9422	0	0	0
2.469	0	0	247	10	6	28	9422	0	0	0
2.47	0	0	248	1	14	28	9422	0	0	0
2.471	0	0	248	2	27	28	9422	0	0	0
2.472	0	0	248	3	1	28	9422	0	0	0
2.473	0	0	248	4	30	28	9422	0	0	0
2.474	0	0	248	5	19	28	9422	0	0	0
2.475	0	0	248	6	23	28	9422	0	0	0
2.476	0	0	248	7	18	28	9422	0	0	0
2.477	0	0	248	8	12	28	9422	0	0	0
2.478	0	0	248	9	26	28	9422	0	0	0
2.479	0	0	248	10	15	28	9422	0	0	0
2.48	0	0	249	1	25	28	9422	0	0	0
2.481	0	0	249	2	4	28	9422	0	0	0
2.482	0	0	249	3	7	28	9422	0	0	0
2.483	0	0	249	4	3	28	9422	0	0	0
2.484	0	0	249	5	10	28	9422	0	0	0
2.485	0	0	249	6	9	28	9422	0	0	0
2.486	0	0	249	7	22	28	9422	0	0	0
2.487	0	0	249	8	2	28	9422	0	0	0
2.488	0	0	249	9	17	28	9422	0	0	0
2.489	0	0	249	10	21	28	9422	0	0	0
2.49	0	0	250	1	13	28	9422	0	0	0
2.491	0	0	250	2	27	28	9422	0	0	0
2.492	0	0	250	3	28	28	9422	0	0	0
2.493	0	0	250	4	5	28	9422	0	0	0
2.494	0	0	250	5	29	28	9422	0	0	0
2.495	0	0	250	6	11	28	9422	0	0	0
2.496	0	0	250	7	6	28	9422	0	0	0
2.497	0	0	250	8	14	28	9422	0	0	0
2.498	0	0	250	9	16	28	9422	0	0	0
2.499	0	0	250	10	18	28	9422	0	0	0
2.5	0	0	251	1	12	28	9422	0	0	0
2.501	0	0	251	2	25	28	9422	0	0	0
2.502	0	0	251	3	30	28	9422	0	0	0
2.503	0	0	251	4	19	28	9422	0	0	0
2.504	0	0	251	5	4	28	9422	0	0	0
2.505	0	0	251	6	8	28	9422	0	0	0
2.506	0	0	251	7	7	28	9422	0	0	0
2.507	0	0	251	8	1	28	9422	0	0	0
2.508	0	0	251	9	3	28	9422	0	0	0
2.509	0	0	251	10	10	28	9422	0	0	0
2.51	0	0	252	1	9	28	9422	0	0	0
2.511	0	0	252	2	22	28	9422	0	0	0
2.512	0	0	252	3	2	28	9422	0	0	0
2.513	0	0	252	4	17	28	9422	0	0	0
2.514	0	0	252	5	21	28	9422	0	0	0
2.515	0	0	252	6	13	28	9422	0	0	0
2.516	0	0	252	7	27	28	9422	0	0	0
2.517	0	0	252	8	28	28	9422	0	0	0
2.518	0	0	252	9	5	28	9422	0	0	0
2.519	0	0	252	10	29	28	9422	0	0	0
2.52	0	0	253	1	11	28	9422	0	0	0
2.521	0	0	253	2	20	28	9422	0	0	0
2.522	0	0	253	3	24	28	9422	0	0	0
2.523	0	0	253	4	16	28	9422	0	0	0
2.524	0	0	253	5	12	28	9422	0	0	0
2.525	0	0	253	6	6	28	9422	0	0	0
2.526	0	0	253	7	14	28	9422	0	0	0
2.527	0	0	253	8	7	28	9422	0	0	0
2.528	0	0	253	9	19	28	9422	0	0	0
2.529	0	0	253	10	4	28	9422	0	0	0
2.53	0	0	254	1	3	28	9422	0	0	0
2.531	0	0	254	2	10	28	9422	0	0	0
2.532	0	0	254	3	9	28	9422	0	0	0
2.533	0	0	254	4	22	28	9422	0	0	0
2.534	0	0	254	5	17	28	9422	0	0	0
2.535	0	0	254	6	21	28	9422	0	0	0
2.536	0	0	254	7	13	28	9422	0	0	0
2.537	0	0	254	8	27	28	9422	0	0	0
2.538	0	0	254	9	28	28	9422	0	0	0
2.539	0	0	254	10	5	28	9422	0	0	0
2.54	0	0	255	1	8	28	9422	0	0	0
2.541	0	0	255	2	1	28	9422	0	0	0
2.542	0	0	255	3	30	28	9422	0	0	0
2.543	0	0	255	4	2	28	9422	0	0	0
2.544	0	0	255	5	20	28	9422	0	0	0
2.545	0	0	255	6	26	28	9422	0	0	0
2.546	0	0	255	7	24	28	9422	0	0	0
2.547	0	0	255	8	15	28	9422	0	0	0
2.548	0	0	255	9	18	28	9422	0	0	0
2.549	0	0	255	10	16	28	9422	0	0	0
2.55	0	0	256	1	29	28	9422	0	0	0
2.551	0	0	256	2	11	28	9422	0	0	0
2.552	0	0	256	3	6	28	9422	0	0	0
2.553	0	0	256	4	14	28	9422	0	0	0
2.554	0	0	256	5	7	28	9422	0	0	0
2.555	0	0	256	6	19	28	9422	0	0	0
2.556	0	0	256	7	4	28	9422	0	0	0
2.557	0	0	256	8	1	28	9422	0	0	0
2.558	0	0	256	9	30	28	9422	0	0	0
2.559	0	0	256	10	3	28	9422	0	0	0
2.56	0	0	257	1	10	28	9422	0	0	0
2.561	0	0	257	2	9	28	9422	0	0	0
2.562	0	0	257	3	22	28	9422	0	0	0
2.563	0	0	257	4	17	28	9422	0	0	0
2.564	0	0	257	5	2	28	9422	0	0	0
2.565	0	0	257	6	21	28	9422	0	0	0
2.566	0	0	257	7	13	28	9422	0	0	0
2.567	0	0	257	8	23	28	9422	0	0	0
2.568	0	0	257	9	25	28	9422	0	0	0
2.569	0	0	257	10	15	28	9422	0	0	0
2.57	0	0	258	1	16	28	9422	0	0	0
2.571	0	0	258	2	27	28	9422	0	0	0
2.572	0	0	258	3	28	28	9422	0	0	0
2.573	0	0	258	4	5	28	9422	0	0	0
2.574	0	0	258	5	8	28	9422	0	0	0
2.575	0	0	258	6	29	28	9422	0	0	0
2.576	0	0	258	7	11	28	9422	0	0	0
2.577	0	0	258	8	6	28	9422	0	0	0
2.578	0	0	258	9	14	28	9422	0	0	0
2.579	0	0	258	10	7	28	9422	0	0	0
2.58	0	0	259	1	19	28	9422	0	0	0
2.581	0	0	259	2	4	28	9422	0	0	0
2.582	0	0	259	3	1	28	9422	0	0	0
2.583	0	0	259	4	30	28	9422	0	0	0
2.584	0	0	259	5	3	28	9422	0	0	0
2.585	0	0	259	6	10	28	9422	0	0	0
2.586	0	0	259	7	9	28	9422	0	0	0
2.587	0	0	259	8	22	28	9422	0	0	0
2.588	0	0	259	9	17	28	9422	0	0	0
2.589	0	0	259	10	21	28	9422	0	0	0
2.59	0	0	260	1	15	28	9422	0	0	0
2.591	0	0	260	2	13	28	9422	0	0	0
2.592	0	0	260	3	27	28	9422	0	0	0
2.593	0	0	260	4	28	28	9422	0	0	0
2.594	0	0	260	5	5	28	9422	0	0	0
2.595	0	0	260	6	29	28	9422	0	0	0
2.596	0	0	260	7	11	28	9422	0	0	0
2.597	0	0	260	8	6	28	9422	0	0	0
2.598	0	0	260	9	14	28	9422	0	0	0
2.599	0	0	260	10	7	28	9422	0	0	0
2.6	0	0	261	1	19	28	9422	0	0	0
2.601	0	0	261	2	4	28	9422	0	0	0
2.602	0	0	261	3	1	28	9422	0	0	0
2.603	0	0	261	4	30	28	9422	0	0	0
2.604	0	0	261	5	3	28	9422	0	0	0
2.605	0	0	261	6	22	28	9422	0	0	0
2.606	0	0	261	7	17	28	9422	0	0	0
2.607	0	0	261	8	21	28	9422	0	0	0
2.608	0	0	261	9	8	28	9422	0	0	0
2.609	0	0	261	10	2	28	9422	0	0	0
2.61	0	0	262	1	10	28	9422	0	0	0
2.611	0	0	262	2	13	28	9422	0	0	0
2.612	0	0	262	3	28	28	9422	0	0	0
2.613	0	0	262	4	23	28	9422	0	0	0
2.614	0	0	262	5	20	28	9422	0	0	0
2.615	0	0	262	6	18	28	9422	0	0	0
2.616	0	0	262	7	15	28	9422	0	0	0
2.617	0	0	262	8	5	28	9422	0	0	0
2.618	0	0	262	9	29	28	9422	0	0	0
2.619	0	0	262	10	11	28	9422	0	0	0
2.62	0	0	263	1	8	28	9422	0	0	0
2.621	0	0	263	2	6	28	9422	0	0	0
2.622	0	0	263	3	14	28	9422	0	0	0
2.623	0	0	263	4	7	28	9422	0	0	0
2.624	0	0	263	5	19	28	9422	0	0	0
2.625	0	0	263	6	1	28	9422	0	0	0
2.626	0	0	263	7	30	28	9422	0	0	0
2.627	0	0	263	8	3	28	9422	0	0	0
2.628	0	0	263	9	22	28	9422	0	0	0
2.629	0	0	263	10	17	28	9422	0	0	0
2.63	0	0	264	1	21	28	9422	0	0	0
2.631	0	0	264	2	13	28	9422	0	0	0
2.632	0	0	264	3	27	28	9422	0	0	0
2.633	0	0	264	4	2	28	9422	0	0	0
2.634	0	0	264	5	4	28	9422	0	0	0
2.635	0	0	264	6	28	28	9422	0	0	0
2.636	0	0	264	7	24	28	9422	0	0	0
2.637	0	0	264	8	23	28	9422	0	0	0
2.638	0	0	264	9	9	28	9422	0	0	0
2.639	0	0	264	10	15	28	9422	0	0	0
2.64	0	0	265	1	5	28	9422	0	0	0
2.641	0	0	265	2	29	28	9422	0	0	0
2.642	0	0	265	3	11	28	9422	0	0	0
2.643	0	0	265	4	8	28	9422	0	0	0
2.644	0	0	265	5	6	28	9422	0	0	0
2.645	0	0	265	6	14	28	9422	0	0	0
2.646	0	0	265	7	7	28	9422	0	0	0
2.647	0	0	265	8	19	28	9422	0	0	0
2.648	0	0	265	9	1	28	9422	0	0	0
2.649	0	0	265	10	30	28	9422	0	0	0
2.65	0	0	266	1	4	28	9422	0	0	0
2.651	0	0	266	2	3	28	9422	0	0	0
2.652	0	0	266	3	22	28	9422	0	0	0
2.653	0	0	266	4	17	28	9422	0	0	0
2.654	0	0	266	5	8	28	9422	0	0	0
2.655	0	0	266	6	27	28	9422	0	0	0
2.656	0	0	266	7	21	28	9422	0	0	0
2.657	0	0	266	8	13	28	9422	0	0	0
2.658	0	0	266	9	28	28	9422	0	0	0
2.659	0	0	266	10	26	28	9422	0	0	0
2.66	0	0	267	1	12	28	9422	0	0	0
2.661	0	0	267	2	25	28	9422	0	0	0
2.662	0	0	267	3	15	28	9422	0	0	0
2.663	0	0	267	4	5	28	9422	0	0	0
2.664	0	0	267	5	29	28	9422	0	0	0
2.665	0	0	267	6	11	28	9422	0	0	0
2.666	0	0	267	7	10	28	9422	0	0	0
2.667	0	0	267	8	2	28	9422	0	0	0
2.668	0	0	267	9	6	28	9422	0	0	0
2.669	0	0	267	10	27	28	9422	0	0	0
2.67	0	0	268	1	14	28	9422	0	0	0
2.671	0	0	268	2	7	28	9422	0	0	0
2.672	0	0	268	3	19	28	9422	0	0	0
2.673	0	0	268	4	1	28	9422	0	0	0
2.674	0	0	268	5	30	28	9422	0	0	0
2.675	0	0	268	6	4	28	9422	0	0	0
2.676	0	0	268	7	3	28	9422	0	0	0
2.677	0	0	268	8	2	28	9422	0	0	0
2.678	0	0	268	9	8	28	9422	0	0	0
2.679	0	0	268	10	22	28	9422	0	0	0
2.68	0	0	269	1	17	28	9422	0	0	0
2.681	0	0	269	2	21	28	9422	0	0	0
2.682	0	0	269	3	16	28	9422	0	0	0
2.683	0	0	269	4	20	28	9422	0	0	0
2.684	0	0	269	5	24	28	9422	0	0	0
2.685	0	0	269	6	12	28	9422	0	0	0
2.686	0	0	269	7	9	28	9422	0	0	0
2.687	0	0	269	8	15	28	9422	0	0	0
2.688	0	0	269	9	13	28	9422	0	0	0
2.689	0	0	269	10	10	28	9422	0	0	0
2.69	0	0	270	1	28	28	9422	0	0	0
2.691	0	0	270	2	5	28	9422	0	0	0
2.692	0	0	270	3	29	28	9422	0	0	0
2.693	0	0	270	4	11	28	9422	0	0	0
2.694	0	0	270	5	6	28	9422	0	0	0
2.695	0	0	270	6	27	28	9422	0	0	0
2.696	0	0	270	7	14	28	9422	0	0	0
2.697	0	0	270	8	7	28	9422	0	0	0
2.698	0	0	270	9	19	28	9422	0	0	0
2.699	0	0	270	10	1	28	9422	0	0	0
2.7	0	0	271	1	2	28	9422	0	0	0
2.701	0	0	271	2	30	28	9422	0	0	0
2.702	0	0	271	3	3	28	9422	0	0	0
2.703	0	0	271	4	22	28	9422	0	0	0
2.704	0	0	271	5	17	28	9422	0	0	0
2.705	0	0	271	6	26	28	9422	0	0	0
2.706	0	0	271	7	25	28	9422	0	0	0
2.707	0	0	271	8	16	28	9422	0	0	0
2.708	0	0	271	9	24	28	9422	0	0	0
2.709	0	0	271	10	12	28	9422	0	0	0
2.71	0	0	272	1	9	28	9422	0	0	0
2.711	0	0	272	2	21	28	9422	0	0	0
2.712	0	0	272	3	8	28	9422	0	0	0
2.713	0	0	272	4	13	28	9422	0	0	0
2.714	0	0	272	5	28	28	9422	0	0	0
2.715	0	0	272	6	5	28	9422	0	0	0
2.716	0	0	272	7	29	28	9422	0	0	0
2.717	0	0	272	8	11	28	9422	0	0	0
